SEX,ECONOMIC,NS-SEC,Tenture,Internet,NPH,NAH,NCH,GFR,INCOME,GWHI,TWE
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,London,earnings,1185,858
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,London,earnings,1185,527
Male,Full-time working,Intermediate occupations,Private rented,Yes,3,2,1,London,earnings,1185,547
Male,Full-time working,Routine and manual occupations,Private rented,Yes,3,2,1,London,earnings,1185,720
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,London,earnings,1185,755
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,London,earnings,1185,760
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,London,earnings,1185,754
Male,Part-time working,Routine and manual occupations,Private rented,Yes,3,2,1,London,other source,294,433
Male,Full-time working,Intermediate occupations,Owned,Yes,3,2,1,London,earnings,909,534
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,London,earnings,923,431
Female,Part-time working,Routine and manual occupations,Public rented,Yes,3,2,1,London,other source,269,325
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,2,1,London,earnings,1185,1095
Female,Full-time working,Intermediate occupations,Public rented,Yes,3,2,1,London,other source,358,213
Male,Full-time working,Intermediate occupations,Owned,No,3,2,1,London,earnings,283,1034
Male,Full-time working,Intermediate occupations,Owned,Yes,3,2,1,London,earnings,1117,599
Male,Full-time working,Routine and manual occupations,Private rented,Yes,3,2,1,London,earnings,418,450
Female,Economically inactive,Not classified for other reasons,Public rented,No,3,2,1,London,other source,172,123
Male,Part-time working,Routine and manual occupations,Private rented,No,3,2,1,London,earnings,118,64
Female,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,3,2,1,London,earnings,1185,446
Male,Full-time working,Intermediate occupations,Private rented,Yes,3,2,1,London,other source,306,983
Female,Full-time working,Intermediate occupations,Owned,Yes,3,2,1,London,earnings,564,369
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,London,earnings,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,2,1,London,earnings,1095,755
Male,Economically inactive,Routine and manual occupations,Owned,Yes,3,2,1,London,earnings,332,654
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,London,earnings,1185,779
Male,Full-time working,Routine and manual occupations,Private rented,Yes,3,2,1,London,earnings,839,645
Female,Part-time working,Intermediate occupations,Private rented,No,3,2,1,London,earnings,758,300
Male,Full-time working,Routine and manual occupations,Private rented,Yes,3,2,1,London,earnings,581,579
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,London,earnings,1185,949
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,2,1,London,earnings,1185,807
Female,Part-time working,Routine and manual occupations,Private rented,Yes,3,2,1,London,earnings,524,487
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,London,earnings,1185,982
Male,Full-time working,Intermediate occupations,Private rented,Yes,3,2,1,London,other source,305,639
Female,Part-time working,Intermediate occupations,Private rented,No,3,2,1,London,earnings,190,549
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,London,earnings,751,479
Male,Full-time working,Intermediate occupations,Private rented,Yes,3,2,1,London,earnings,345,706
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,London,earnings,1185,1175
Male,Part-time working,Intermediate occupations,Private rented,Yes,3,2,1,London,earnings,157,492
Female,Economically inactive,Not classified for other reasons,Public rented,Yes,3,2,1,London,other source,133,114
Female,Part-time working,Intermediate occupations,Public rented,No,3,2,1,Scotland,earnings,510,371
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Scotland,earnings,1185,480
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Scotland,earnings,648,310
Female,Part-time working,Routine and manual occupations,Owned,Yes,3,2,1,Scotland,earnings,946,517
Male,Economically inactive,Not classified for other reasons,Private rented,Yes,3,2,1,Scotland,other source,291,264
Female,Part-time working,Routine and manual occupations,Public rented,Yes,3,2,1,Scotland,other source,382,294
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Scotland,earnings,675,539
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Scotland,earnings,916,560
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,2,1,Scotland,earnings,883,573
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Scotland,earnings,760,489
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,No,3,2,1,Scotland,earnings,704,492
Male,Full-time working,Intermediate occupations,Owned,Yes,3,2,1,Scotland,earnings,934,559
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Scotland,earnings,1185,746
Male,Part-time working,Routine and manual occupations,Public rented,Yes,3,2,1,Scotland,earnings,200,321
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Scotland,earnings,1185,797
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Scotland,earnings,680,423
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Scotland,earnings,598,378
Male,Part-time working,Routine and manual occupations,Owned,Yes,3,2,1,Scotland,earnings,511,473
Female,Full-time working,Intermediate occupations,Owned,Yes,3,2,1,Scotland,earnings,838,631
Male,Full-time working,Routine and manual occupations,Public rented,Yes,3,2,1,Scotland,earnings,548,541
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Scotland,earnings,967,512
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Scotland,earnings,638,358
Male,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,3,2,1,Scotland,other source,145,172
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Scotland,earnings,1185,733
Female,Full-time working,Intermediate occupations,Private rented,Yes,3,2,1,Scotland,earnings,1185,1175
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Scotland,earnings,1130,938
Female,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Scotland,earnings,561,465
Female,Economically inactive,Not classified for other reasons,Public rented,No,3,2,1,Scotland,other source,383,177
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,2,1,Scotland,earnings,1185,327
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Scotland,earnings,615,440
Male,Full-time working,Intermediate occupations,Owned,No,3,2,1,Scotland,earnings,212,251
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Scotland,earnings,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Scotland,earnings,843,423
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Scotland,earnings,1185,565
Male,Full-time working,Intermediate occupations,Owned,Yes,3,2,1,Scotland,earnings,930,476
Female,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Yes,3,2,1,Scotland,earnings,340,285
Female,Economically inactive,Intermediate occupations,Private rented,Yes,3,2,1,Scotland,earnings,272,394
Female,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,3,2,1,Scotland,earnings,636,1013
Female,Part-time working,Routine and manual occupations,Public rented,Yes,3,2,1,Scotland,earnings,562,449
Female,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Owned,Yes,3,2,1,Scotland,earnings,914,521
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Scotland,earnings,406,484
Female,Part-time working,Routine and manual occupations,Public rented,Yes,3,2,1,South West,earnings,535,584
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,South West,earnings,1185,738
Male,Full-time working,Routine and manual occupations,Private rented,Yes,3,2,1,South West,earnings,909,1067
Male,Part-time working,Routine and manual occupations,Private rented,Yes,3,2,1,South West,other source,309,527
Male,Full-time working,Routine and manual occupations,Private rented,Yes,3,2,1,South West,earnings,599,484
Male,Full-time working,Routine and manual occupations,Private rented,Yes,3,2,1,South West,earnings,471,379
Male,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,2,1,South West,earnings,706,422
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,South West,earnings,869,546
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,South West,earnings,577,281
Male,Full-time working,Routine and manual occupations,Public rented,Yes,3,2,1,South West,earnings,462,263
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,South West,earnings,461,321
Female,Economically inactive,Intermediate occupations,Public rented,Yes,3,2,1,South West,other source,411,412
Male,Full-time working,Intermediate occupations,Private rented,Yes,3,2,1,South West,earnings,316,536
Female,Full-time working,Intermediate occupations,Private rented,Yes,3,2,1,South West,earnings,617,453
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,South West,earnings,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,2,1,South West,earnings,918,879
Female,Part-time working,Intermediate occupations,Owned,Yes,3,2,1,South West,earnings,556,395
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,South West,earnings,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,2,1,South West,earnings,549,481
Male,Full-time working,Routine and manual occupations,Public rented,Yes,3,2,1,South West,earnings,560,463
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,South West,earnings,293,394
Female,Economically inactive,Not classified for other reasons,Public rented,Yes,3,2,1,South West,other source,255,237
Male,Full-time working,Intermediate occupations,Owned,Yes,3,2,1,South West,earnings,1025,530
Female,Part-time working,Intermediate occupations,Owned,Yes,3,2,1,South West,earnings,429,395
Male,Unemployed and work related Government Training Programmes,Routine and manual occupations,Public rented,No,3,2,1,South West,other source,233,234
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,South West,earnings,790,567
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,South West,earnings,443,548
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,South West,earnings,1185,577
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,902,362
Female,Full-time working,Intermediate occupations,Private rented,Yes,3,2,1,Yorkshire and the Humber,earnings,406,462
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,968,1175
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,873,338
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,643,553
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,2,1,Yorkshire and the Humber,earnings,402,242
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,2,1,Yorkshire and the Humber,earnings,1185,1065
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,857,648
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,500,355
Female,Full-time working,Routine and manual occupations,Private rented,Yes,3,2,1,Yorkshire and the Humber,earnings,758,602
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,1185,831
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,934,460
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,904,749
Male,Full-time working,Intermediate occupations,Public rented,Yes,3,2,1,Yorkshire and the Humber,earnings,580,455
Male,Full-time working,Routine and manual occupations,Public rented,Yes,3,2,1,Yorkshire and the Humber,earnings,826,427
Male,Full-time working,Intermediate occupations,Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,749,481
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,637,147
Male,Full-time working,Routine and manual occupations,Public rented,Yes,3,2,1,Yorkshire and the Humber,earnings,726,579
Male,Full-time working,Intermediate occupations,Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,841,533
Female,Full-time working,Intermediate occupations,Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,916,256
Male,Unemployed and work related Government Training Programmes,Routine and manual occupations,Owned,No,3,2,1,Yorkshire and the Humber,other source,112,85
Female,Full-time working,Intermediate occupations,Private rented,Yes,3,2,1,Yorkshire and the Humber,earnings,705,703
Male,Full-time working,Intermediate occupations,Public rented,No,3,2,1,Yorkshire and the Humber,earnings,258,275
Female,Unemployed and work related Government Training Programmes,Routine and manual occupations,Public rented,Yes,3,2,1,Yorkshire and the Humber,other source,203,141
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,455,225
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,626,702
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,1185,440
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,774,386
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,1153,674
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,1185,1175
Male,Full-time working,Routine and manual occupations,Private rented,Yes,3,2,1,Yorkshire and the Humber,earnings,632,520
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,448,533
Female,Part-time working,Routine and manual occupations,Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,905,363
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,2,1,Yorkshire and the Humber,earnings,1185,534
Male,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Yes,3,2,1,Yorkshire and the Humber,earnings,593,510
Male,Full-time working,Routine and manual occupations,Private rented,Yes,3,2,1,Yorkshire and the Humber,earnings,677,481
Female,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Eastern,earnings,1185,688
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,3,0,Eastern,earnings,859,1175
Female,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Eastern,earnings,879,577
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Eastern,other source,1084,483
Female,Full-time working,Intermediate occupations,Private rented,Yes,3,3,0,Eastern,earnings,914,558
Male,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Eastern,earnings,1185,653
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,3,0,Eastern,earnings,685,435
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Eastern,earnings,1185,1175
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Eastern,other source,1185,1115
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Eastern,earnings,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Eastern,earnings,1185,778
Female,Part-time working,Routine and manual occupations,Owned,Yes,3,3,0,Eastern,earnings,531,254
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Eastern,earnings,407,715
Male,Part-time working,Routine and manual occupations,Owned,Yes,3,3,0,Eastern,earnings,915,887
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Eastern,earnings,539,409
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Eastern,earnings,712,464
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Eastern,earnings,1185,1175
Female,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Eastern,other source,1185,1061
Male,Full-time working,Routine and manual occupations,Public rented,Yes,3,3,0,Eastern,earnings,937,518
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,3,0,Eastern,earnings,928,653
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Eastern,earnings,966,513
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Eastern,earnings,837,522
Female,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Eastern,other source,380,504
Male,Economically inactive,Not classified for other reasons,Public rented,Yes,3,3,0,Eastern,other source,669,413
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Eastern,earnings,1185,1175
Female,Full-time working,Routine and manual occupations,Private rented,Yes,3,3,0,Eastern,earnings,684,751
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Eastern,other source,573,418
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Eastern,earnings,1065,557
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Eastern,other source,727,558
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,London,earnings,522,612
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,London,earnings,875,294
Female,Economically inactive,Routine and manual occupations,Public rented,Yes,3,3,0,London,earnings,116,553
Male,Full-time working,Intermediate occupations,Owned,Yes,3,3,0,London,earnings,1050,770
Male,Economically inactive,Not classified for other reasons,Owned,No,3,3,0,London,other source,735,383
Female,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,3,0,London,earnings,1074,709
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,London,other source,576,378
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,3,0,London,earnings,1097,499
Male,Full-time working,Routine and manual occupations,Public rented,Yes,3,3,0,London,earnings,1185,499
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,London,earnings,835,600
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,London,earnings,1185,703
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,London,earnings,1185,749
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,London,earnings,1185,572
Female,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,3,3,0,London,other source,832,432
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,3,0,London,earnings,1185,1162
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,London,other source,1115,519
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,London,earnings,833,728
Male,Full-time working,Intermediate occupations,Owned,Yes,3,3,0,London,earnings,1185,1175
Female,Full-time working,Intermediate occupations,Owned,Yes,3,3,0,London,earnings,943,594
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,London,earnings,999,657
Male,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,London,earnings,518,344
Male,Part-time working,Routine and manual occupations,Private rented,Yes,3,3,0,London,earnings,470,649
Female,Full-time working,Routine and manual occupations,Public rented,Yes,3,3,0,London,earnings,1185,408
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,3,0,Scotland,earnings,720,389
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,3,0,Scotland,earnings,1139,789
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,3,0,Scotland,earnings,1127,817
Female,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Scotland,earnings,1185,1107
Female,Full-time working,Routine and manual occupations,Public rented,Yes,3,3,0,Scotland,earnings,785,399
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Scotland,earnings,1185,240
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Scotland,earnings,1185,1097
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,3,0,Scotland,earnings,1175,405
Male,Part-time working,Intermediate occupations,Owned,Yes,3,3,0,Scotland,other source,1185,663
Male,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Scotland,earnings,1068,747
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Scotland,earnings,1185,716
Female,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Scotland,other source,373,298
Female,Full-time working,Routine and manual occupations,Public rented,Yes,3,3,0,Scotland,earnings,705,625
Male,Full-time working,Routine and manual occupations,Private rented,No,3,3,0,Scotland,earnings,1044,700
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Scotland,other source,713,461
Female,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,3,0,Scotland,earnings,615,433
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Scotland,other source,554,443
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,3,0,Scotland,earnings,1077,700
Male,Full-time working,Intermediate occupations,Owned,Yes,3,3,0,South West,earnings,1185,675
Female,Part-time working,Routine and manual occupations,Public rented,Yes,3,3,0,South West,earnings,447,681
Female,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,No,3,3,0,South West,earnings,1106,591
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,South West,earnings,1140,585
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,South West,earnings,691,316
Male,Full-time working,Intermediate occupations,Owned,Yes,3,3,0,South West,earnings,1056,637
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,South West,earnings,621,1072
Female,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,3,0,South West,earnings,551,1175
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,South West,other source,1185,1155
Female,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Yes,3,3,0,South West,earnings,902,1175
Male,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,South West,earnings,833,495
Female,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Public rented,Yes,3,3,0,South West,earnings,749,609
Female,Part-time working,Routine and manual occupations,Owned,Yes,3,3,0,South West,earnings,320,258
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,South West,other source,681,493
Female,Full-time working,Intermediate occupations,Owned,Yes,3,3,0,South West,earnings,1069,353
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,South West,earnings,780,850
Male,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,3,3,0,South West,other source,554,522
Male,Full-time working,Intermediate occupations,Owned,Yes,3,3,0,South West,earnings,874,344
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,South West,earnings,1185,980
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,South West,earnings,943,448
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,South West,earnings,1185,858
Male,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,3,3,0,South West,other source,447,465
Male,Full-time working,Intermediate occupations,Owned,Yes,3,3,0,South West,earnings,1185,926
Male,Full-time working,Routine and manual occupations,Private rented,No,3,3,0,Yorkshire and the Humber,earnings,1185,380
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Yorkshire and the Humber,earnings,1185,400
Male,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Yes,3,3,0,Yorkshire and the Humber,earnings,634,429
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Yorkshire and the Humber,other source,362,308
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Yorkshire and the Humber,earnings,1185,537
Male,Full-time working,Routine and manual occupations,Owned,No,3,3,0,Yorkshire and the Humber,earnings,762,450
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Yorkshire and the Humber,earnings,1150,463
Male,Full-time working,Routine and manual occupations,Private rented,Yes,3,3,0,Yorkshire and the Humber,other source,598,354
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Yorkshire and the Humber,earnings,1161,795
Male,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Yorkshire and the Humber,other source,1107,1013
Female,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,3,3,0,Yorkshire and the Humber,other source,495,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Yorkshire and the Humber,earnings,1185,928
Male,Full-time working,Routine and manual occupations,Public rented,Yes,3,3,0,Yorkshire and the Humber,earnings,1070,319
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Yorkshire and the Humber,earnings,1185,849
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,3,0,Yorkshire and the Humber,earnings,1071,460
Female,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,3,3,0,Yorkshire and the Humber,other source,465,550
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,3,0,Yorkshire and the Humber,earnings,1185,397
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,3,0,Yorkshire and the Humber,earnings,794,631
Male,Full-time working,Intermediate occupations,Owned,Yes,3,3,0,Yorkshire and the Humber,earnings,898,494
Male,Full-time working,Routine and manual occupations,Owned,Yes,3,3,0,Yorkshire and the Humber,earnings,841,426
Male,Economically inactive,Not classified for other reasons,Owned,Yes,3,3,0,Yorkshire and the Humber,earnings,1185,512
Female,Economically inactive,Routine and manual occupations,Public rented,Yes,4,1,3,Eastern,other source,232,271
Female,Economically inactive,Routine and manual occupations,Public rented,No,4,1,3,Eastern,other source,354,424
Female,Economically inactive,Not classified for other reasons,Public rented,Yes,4,1,3,London,other source,438,221
Female,Part-time working,"Higher managerial, administrative and professional occupations",Public rented,Yes,4,1,3,London,other source,447,960
Female,Economically inactive,"Higher managerial, administrative and professional occupations",Private rented,No,4,1,3,London,other source,202,400
Female,Economically inactive,"Higher managerial, administrative and professional occupations",Public rented,Yes,4,1,3,London,other source,270,191
Female,Economically inactive,Not classified for other reasons,Private rented,Yes,4,1,3,London,other source,281,235
Female,Part-time working,Routine and manual occupations,Public rented,Yes,4,1,3,London,other source,298,140
Female,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Owned,Yes,4,1,3,Scotland,other source,228,610
Female,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,4,1,3,South West,earnings,1185,1175
Female,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Public rented,Yes,4,1,3,South West,other source,312,185
Female,Part-time working,Routine and manual occupations,Owned,Yes,4,1,3,Yorkshire and the Humber,other source,535,782
Male,Full-time working,Routine and manual occupations,Owned,Yes,4,2,2,Eastern,earnings,768,311
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,1110
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,4,2,2,Eastern,earnings,1185,1175
